Data;Hora UTC;PRECIPITAO TOTAL. HORARIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA (mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m2);TEMPERATURA DO AR - BULBO SECO. HORARIA (C);TEMPERATURA DO PONTO DE ORVALHO (C);TEMPERATURA MAXIMA NA HORA ANT. (AUT) (C);TEMPERATURA MINIMA NA HORA ANT. (AUT) (C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR. HORARIA (%);VENTO. DIREAO HORARIA (gr) ((gr));VENTO. RAJADA MAXIMA (m/s);VENTO. VELOCIDADE HORARIA (m/s);REGIAO;UF;ESTACAO;CODIGO (WMO);LATITUDE;LONGITUDE;ALTITUDE;DATA DE FUNDACAO
2021/05/08;1400 UTC;;;;;;;;;;;;;;;;;;SE;RJ;PARATI;A619;-23.2236111;-44.72694443;3;19/11/06
2020/03/07;2100 UTC;;924.9;924.9;924.7;;24.8;12.3;26.1;24.8;12.3;9.7;46.0;36.0;46.0;235.0;5.6;2.8;SE;SP;AVARE;A725;-23.10166666;-48.9411111;776.36;22/09/06
2022/07/19;0400 UTC;;;;;;;;;;;;;;;;;;NE;RN;SANTA CRUZ;A367;-6.22805554;-36.02666666;227.49;17/08/10
2020/08/09;1600 UTC;0;955.2;956.3;955.2;2509.9;26.4;11.8;26.9;25;14.5;11.8;51.0;40.0;40.0;24.0;5.8;2.8;SE;SP;CACHOEIRA PAULISTA;A769;-22.68888888;-45.00555555;586;20/10/17
2021/09/19;0000 UTC;;;;;;;;;;;;;;;;;;NE;BA;SANTA RITA DE CASSIA;A415;-11.00277777;-44.52499999;450.01;28/05/07
2022/01/10;0100 UTC;;;;;;;;;;;;;;;;;;CO;MS;MARACAJU;A731;-21.60916666;-55.17749999;388.94;15/12/06
2021/05/10;0500 UTC;;;;;;;;;;;;;;;;;;S;RS;ENCRUZILHADA DO SUL;A893;-30.54305555;-52.52472221;427.75;15/03/18
2021/10/29;0600 UTC;;;;;;;;;;;;;;;;;;SE;SP;ITUVERAVA;A753;-20.35972222;-47.77527777;610.58;17/07/08
2022/01/24;0400 UTC;;;;;;;;;;;;;;;;;;N;AC;FEIJO;A138;-8.14277777;-70.3436111;157.17;24/09/09
2022/06/30;1200 UTC;0;969.8;969.8;969.5;1593.6;25.3;14.3;25.3;22.5;14.3;13.6;59.0;50.0;51.0;119.0;1.6;.5;NE;BA;BARRA;A429;-11.08472221;-43.13888888;407.5;12/05/08
2021/06/05;2300 UTC;;;;;;;;;;;;;;;;;;N;PA;CAPITAO POCO;A248;-1.73472221;-47.0575;79.1;18/04/11
2020/04/08;0500 UTC;;992.3;992.6;992.3;;25.6;21.5;25.7;25.5;22.2;21.5;82.0;78.0;78.0;97.0;4.7;2.1;NE;RN;CAICO;A316;-6.46749999;-37.08499999;171.26;07/01/07
2022/07/17;2100 UTC;0;929.7;929.7;929.4;8.3;24.2;10.6;27.5;24.2;10.9;9.9;42.0;33.0;42.0;293.0;2.4;0;SE;MG;PASSOS;A516;-20.745237;-46.633916;781.7;16/07/06
2022/09/02;0900 UTC;0;962.4;962.4;961.4;;14.5;9.8;15;14.1;10.1;9.2;76.0;71.0;73.0;316.0;0;0;NE;BA;BARREIRAS;A402;-12.12472221;-45.02694443;474.17;20/12/01
2020/04/05;1000 UTC;0;868;868;867.5;89.1;19;18.1;19.2;19;18.2;18;94.0;94.0;94.0;29.0;4;2.2;SE;MG;DIAMANTINA;A537;-18.231052;-43.648269;1359.25;05/06/07
2021/10/06;1000 UTC;;;;;;;;;;;;;;;;;;NE;PI;PICOS;A343;-7.0711111;-41.40416666;232.91;12/12/08
2022/04/12;1700 UTC;;;;;;;;;;;;;;;;;;N;TO;RIO SONO;A050;-9.793363;-47.132732;291;03/08/16
2020/04/11;0200 UTC;0;919.4;919.6;919.4;0;13.7;11;14.7;13.3;12.1;10.7;90.0;81.0;84;360.0;1.1;.6;SE;MG;SAO SEBASTIAO DO PARAISO;A561;-20.909892;-47.114259;845;17/08/15
2022/05/07;1500 UTC;0;1016.5;1017.4;1016.5;2976;25;17.1;25.4;21.8;17.2;14.4;71.0;54.0;61.0;348.0;2.3;0;S;PR;MORRETES;A873;-25.50888888;-48.80861111;50.31;13/03/08
2022/09/02;0000 UTC;;;;;;;;;;;;;;;;;;N;AC;EPITACIOLANDIA;A140;-11.02388888;-68.73527777;224.5;25/09/09
2020/09/18;0600 UTC;0;927.8;928;927.8;;19.4;17.4;19.4;18.8;17.9;17.4;93.0;88.0;89.0;65.0;3.7;2.2;NE;CE;TIANGUA;A368;-3.732169;-41.011881;756;15/03/18
2022/01/04;0900 UTC;0;947.1;947.1;946.7;4.9;21.8;20.2;21.8;21.5;20.2;19.9;91.0;90.0;91.0;100.0;1.5;.2;SE;MG;ITUIUTABA;A512;-18.95277777;-49.52499999;540.08;12/05/06
2020/08/15;1700 UTC;0;986.7;987.4;986.7;2194.5;26.1;19.2;29.1;26.1;19.5;17.6;66.0;51.0;66.0;95.0;8.6;4.3;NE;BA;FEIRA DE SANTANA;A413;-12.1962;-38.967384;229.64;26/05/07
2021/04/29;1900 UTC;0;992.1;992.1;992;1241.8;30.7;17.4;31.7;30.4;17.4;16.4;45.0;41.0;45.0;171.0;4.6;2;SE;MG;ALMENARA;A508;-16.166773;-40.687756;189.11;15/12/02
2021/05/02;1200 UTC;0;956.6;956.6;956.2;1146.6;21.5;19.7;21.5;20.1;20;19.3;96.0;88.0;90.0;152.0;7.7;3.9;NE;BA;SENHOR DO BONFIM;A428;-10.44305555;-40.14833333;532.09;27/03/08
2022/10/07;0500 UTC;;;;;;;;;;;;;;;;;;N;AC;EPITACIOLANDIA;A140;-11.02388888;-68.73527777;224.5;25/09/09
2021/11/12;0700 UTC;;;;;;;;;;;;;;;;;;S;RS;TEUTONIA;A882;-29.44916666;-51.82333332;81;04/10/12
2021/06/08;1600 UTC;;;;;;;;;;;;;;;;;;NE;AL;ARAPIRACA;A353;-9.80444444;-36.61916666;236.84;27/04/08
2020/06/09;0800 UTC;0;983.7;983.7;983.4;;21;;21.1;20.9;;;;;;229.0;2.5;1;NE;AL;PALMEIRA DOS INDIOS;A327;-9.42027777;-36.62027777;278.01;11/07/07
2020/01/21;1300 UTC;0;940.8;941;940.4;2460.6;26.7;21.8;26.9;25.4;22.3;21.1;80.0;74.0;75.0;86.0;5.9;2.2;SE;SP;BEBDOURO;A764;-20.94916666;-48.48999999;790;27/10/16
2020/01/25;0400 UTC;0;939;939.5;938.9;0;19.8;16.5;20.7;19.8;16.5;16.5;81.0;77.0;81.0;324.0;8.8;1.8;SE;SP;SAO SIMAO;A770;-21.46111111;-47.57944443;620;03/07/19
2022/12/25;0400 UTC;0;985.4;986.1;985.4;;21;19.9;21.1;20.8;20.1;19.8;94.0;94.0;94.0;208.0;4;2.2;CO;MT;VILA BELA DA SANTISSIMA TRINDADE;A922;-15.06277777;-59.87305554;213;01/12/06
2022/02/21;0300 UTC;;;;;;;;;;;;;;;;;;CO;MT;SAO JOSE DO XINGU;A942;-10.48416666;-52.37249999;300;19/02/19
2021/05/20;0000 UTC;;;;;;;;;;;;;;;;;;N;TO;PEIXE;A018;-12.015377;-48.544517;250.87;01/12/06
2022/07/25;0300 UTC;0;968.9;969;968.8;;18.9;13.5;18.9;17.6;13.5;13.3;76.0;70.0;71.0;298.0;2.8;2.1;S;RS;CRUZ ALTA;A853;-28.60344;-53.673597;426.69;31/05/07
2021/06/10;0700 UTC;0;1009.8;1009.8;1009.4;;22.4;22.1;22.5;22.3;22.2;21.9;99.0;97.0;98.0;;;;NE;BA;SALVADOR (RADIO FAROL);A456;-12.80833333;-38.49583333;31;10/03/18
2021/05/12;2300 UTC;;;;;;;;;;;;;;;;;;CO;MS;JARDIM;A758;-21.4786111;-56.13777777;252.47;04/08/11
2021/01/13;0900 UTC;;;;;;;;;;;;;;;;;;CO;MS;CHAPADAO DO SUL;A730;-18.80222222;-52.6025;820.82;20/12/06
2022/08/08;0500 UTC;0;932.1;932.5;932;;17.5;12.7;17.8;17.4;12.8;12.5;74.0;71.0;73.0;20.0;2.8;.9;SE;SP;CASA BRANCA;A738;-21.78055554;-47.07527777;734.15;25/06/07
2022/10/26;2100 UTC;0;978.6;978.8;977.7;103.6;18.8;15.5;19.8;18.7;15.6;14.6;81.0;73.0;81.0;324.0;14.9;7.1;S;RS;BAGE;A827;-31.34777777;-54.01333333;226.19;04/01/07
2022/04/03;1900 UTC;0;925.9;926.2;925.9;1251.2;29;17.8;29.1;27.2;18.3;17;58.0;49.0;51.0;63.0;5.6;2.2;SE;MG;PASSOS;A516;-20.745237;-46.633916;781.7;16/07/06
2022/04/25;0700 UTC;;;;;;;;;;;;;;;;;;NE;SE;ARACAJU;A409;-10.9525;-37.05444444;3.72;12/02/03
2020/04/28;0900 UTC;0;981.2;981.2;980.7;0;23.3;21.5;23.4;23.2;21.5;21.3;90.0;89.0;90.0;200.0;.9;.4;N;PA;MINA DO PALITO;A246;-6.320067;-55.787783;259.88;28/09/10
2020/09/25;1500 UTC;0;938.3;939.4;938.3;3691.1;25.2;14.1;25.5;24;15.2;13.3;55.0;48.0;50.0;2.0;7.1;2.4;SE;ES;VENDA NOVA DO IMIGRANTE;A633;-20.38555555;-41.18999999;722;10/02/17
2022/10/12;0700 UTC;;;;;;;;;;;;;;;;;;NE;RN;CAICO;A316;-6.46749999;-37.08499999;171.26;07/01/07
2021/07/14;0900 UTC;0;942.3;942.3;942.2;;6.6;6.5;6.6;5.9;6.5;5.6;99.0;97.0;99.0;203.0;1.5;.8;SE;MG;BAMBUI;A565;-20.0311111;-46.00888888;697;23/11/16
2021/12/15;0500 UTC;;;;;;;;;;;;;;;;;;N;AC;RIO BRANCO;A104;-9.67972221;-68.16527777;163;11/07/08
2020/10/16;0600 UTC;0;949.3;949.4;948.9;;24.5;11.5;25.3;24.5;11.5;6;44.0;29.0;44.0;109.0;7;4;NE;BA;GUANAMBI;A426;-14.20805555;-42.74972221;552.23;24/04/08
2022/07/16;1800 UTC;0;972.1;973.1;972.1;2576.8;34.7;15.4;35.8;33.8;16.7;15.4;35.0;32.0;32.0;20.0;7.1;2.9;CO;MT;S.J. DO RIO CLARO;A903;-13.45388888;-56.67722221;339.59;25/02/03
2021/10/23;1600 UTC;;;;;;;;;;;;;;;;;;NE;PE;SERRA TALHADA;A350;-7.954277;-38.295082;499.02;09/07/08
2020/05/05;0900 UTC;0;949;949;948.3;;14.3;11.8;14.3;13.3;12;11.4;90.0;85.0;85;174.0;3.7;2.5;SE;MG;CONCEICAO DAS ALAGOAS;A520;-19.98586;-48.151574;572.54;18/07/06
2020/11/13;0900 UTC;;;;;;;;;;;;;;;;;;SE;MG;ESPINOSA;A543;-14.91222222;-42.80861111;565.36;14/11/07
2021/02/16;1800 UTC;0;978.7;979.6;978.7;1325.5;30;23.5;30.6;29.5;23.5;21.8;69.0;60.0;68.0;262.0;5.2;.2;NE;PB;PATOS;A321;-7.07972221;-37.27277777;263.66;21/07/07
2022/05/09;2300 UTC;;;;;;;;;;;;;;;;;;NE;PI;VALENCA DO PIAUI;A363;-6.39916666;-41.73999999;313.39;18/04/09
2021/07/26;1700 UTC;0;951.1;952.4;951.1;2451.1;31.2;5.6;31.9;30.1;6.5;5.3;22.0;19.0;20.0;17.0;5.9;2.6;SE;MG;CAMPINA VERDE;A519;-19.53921;-49.518133;559.07;15/07/06
2020/08/15;1800 UTC;0;966.2;967.2;966.1;1298.2;33.4;16.9;34.6;33.4;17.8;16.6;38.0;35.0;37.0;314.0;13.7;8.4;CO;MS;BONITO;S704;-21.246756;-56.450442;329;06/08/18
2022/05/21;0400 UTC;;;;;;;;;;;;;;;;;;S;PR;CLEVELANDIA;A876;-26.41722221;-52.3486111;966.06;15/05/08
2021/01/06;0000 UTC;0;1004.7;1004.7;1004.3;;24.5;;25.2;24.5;;;;;;50.0;3.6;1.6;NE;AL;MACEIO;A303;-9.55111111;-35.77027777;84.12;25/02/03
2020/03/24;0900 UTC;0;1007.7;1007.7;1007.3;0;22.5;21.3;22.5;22.4;21.3;21.1;93.0;92.0;93.0;314.0;2.6;.4;N;AM;ITACOATIARA;A121;-3.13333333;-58.48277777;41.54;17/04/08
2022/05/24;1000 UTC;0;915.5;915.5;915.1;16;7.5;7;8.6;7.5;8.1;7;97.0;96.0;96.0;145.0;3.2;1.6;SE;MG;SAO JOAO DEL REI;A514;-21.106502;-44.250928;929.88;09/06/06
2020/09/16;0900 UTC;0;993.2;993.2;992.5;;17.9;16.2;18.7;17.9;17;16.2;91.0;89.0;90.0;208.0;0;0;CO;MS;AQUIDAUANA;A719;-20.47555554;-55.78388888;151.35;01/11/06
2022/08/03;2200 UTC;;;;;;;;;;;;;;;;;;NE;BA;REMANSO;A423;-9.62555554;-42.07722221;397.4;26/03/08
2022/04/05;0300 UTC;0;964.4;964.6;964.4;;23;21.1;23.1;22.9;21.5;20.9;91.0;88.0;89;196.0;1.3;.2;NE;BA;LENCOIS;A425;-12.557854;-41.388808;438.09;05/04/08
2021/03/12;0200 UTC;;1006.7;1006.9;1006.7;;21.3;20.6;21.9;21.3;20.9;20.5;96.0;94.0;96.0;295.0;2.8;1.3;NE;BA;UNA;A437;-15.28027777;-39.09138888;74.08;25/06/08
2020/04/15;0800 UTC;0;967;967;966.6;0;20;18.7;20.2;20;18.8;18.7;92.0;92.0;92.0;245.0;3;1.1;CO;MT;GAUCHA DO NORTE;A930;-13.18472221;-53.2575;375.87;04/06/08
2022/04/21;0400 UTC;0;899.4;900;899.4;;17.8;13.8;19.7;17.8;14.1;13;78.0;66.0;77.0;11.0;1.8;.6;CO;DF;PARANOA (COOPA-DF);A047;-16.012222;-47.557417;1043;07/02/17
2021/01/21;1900 UTC;0;960;960.5;960;201.2;25.3;22.1;26;24.8;24.1;22;92.0;81.0;82.0;16.0;10.7;3.5;CO;MS;CAARAPO;S706;-22.657056;-54.819306;456;03/03/18
2020/05/14;1500 UTC;0;943.1;943.5;943.1;976.2;18.2;15.4;18.2;17.5;15.8;14.6;86.0;82.0;84.0;236.0;0.0;0.0;CO;MS;PONTA PORA;A703;-22.552448;-55.716317;668;07/09/01
2022/06/19;0600 UTC;0;932.2;932.2;932;;15;14;16.5;15;14.9;13.6;93.0;89.0;93.0;317.0;0;0;CO;GO;PIRES DO RIO;A033;-17.30416666;-48.28416666;757.27;12/10/07
2020/11/28;1200 UTC;;992;992;991.6;2321.2;28.8;19;29;26.7;19.8;18.6;63.0;54.0;56.0;126.0;11.6;3.9;NE;MA;COLINAS;A222;-6.03305554;-44.23333333;175.37;03/06/08
2021/09/12;1600 UTC;0;1018.4;1019;1018.4;1000.7;23.1;23.1;23.1;22.6;23.1;22.6;100.0;100.0;100.0;128.0;4.1;2.1;SE;SP;BERTIOGA;A765;-23.84472221;-46.14333333;5;01/02/17
2020/09/27;1700 UTC;0;912.2;912.6;912.1;2947.4;33.7;8;34.2;32.7;8.9;6.8;22.0;19.0;21.0;31.0;9.3;4.3;SE;SP;BRAGANCA PAULISTA;A744;-22.951944;-46.530556;891;20/12/17
2021/06/02;2200 UTC;0;989.2;989.2;988.6;;26.5;;30.4;26.5;;;;;;288.0;1.4;.1;CO;MT;SAO FELIX  DO ARAGUAIA;A921;-11.61888888;-50.72777777;201.37;19/10/07
2021/04/17;0800 UTC;0;967;967.2;967;;15.4;14.2;15.8;14.9;14.6;13.7;93.0;93.0;93.0;288.0;2.6;1.4;SE;MG;CORONEL PACHECO;A557;-21.54666666;-43.26111111;411.14;17/10/12
2022/04/17;1000 UTC;0;998.4;998.4;997.8;215.8;22.5;15.2;22.5;20.4;15.5;15;73.0;63.0;63.0;177.0;5.8;3.8;SE;ES;NOVA VENECIA;A623;-18.69527777;-40.39055555;156.02;22/06/08
2020/11/25;0400 UTC;;832.2;832.2;831.6;560.0;-18.6;-21.5;-18.5;-18.6;-21.4;-21.6;78.0;77.0;78.0;136.0;10;8.5;SE;SP;CRIOSFERA;C891;-84;-79.49416666;1285;09/01/12
2021/08/04;1600 UTC;0;998.4;999.2;998.4;3027.7;27.5;16.1;28.3;26.2;17;14.7;54.0;47.0;50.0;163.0;7.8;3.3;NE;BA;RIBEIRA DO AMPARO;A458;-11.05861111;-38.44416666;182;20/09/18
2022/04/03;1400 UTC;0;954.1;954.4;954.1;2883.2;29.5;21.9;29.6;27.6;22.7;20.6;69.0;62.0;64.0;333.0;5.2;1.2;SE;MG;ITUIUTABA;A512;-18.95277777;-49.52499999;540.08;12/05/06
2021/06/24;0200 UTC;0;1022.7;1023;1022.7;;14.3;13;14.8;14.2;13.4;12.9;92.0;91.0;92.0;327.0;.9;0;S;SC;FLORIANOPOLIS;A806;-27.60253;-48.620096;4.87;22/01/03
2022/06/14;0100 UTC;0;974.2;974.4;974.1;;11.5;9.1;11.9;11.5;9.2;8.9;85.0;82.0;85.0;115.0;5.6;1.1;S;RS;ENCRUZILHADA DO SUL;A893;-30.54305555;-52.52472221;427.75;15/03/18
2020/01/01;0600 UTC;0;1006.3;1006.4;1006.3;;25.8;22;26;25.8;22.2;21.8;80.0;78.0;79.0;104.0;2.9;.6;NE;PB;JOAO PESSOA;A320;-7.165409;-34.815627;33.5;21/07/07
2022/10/30;1300 UTC;;;;;;;;;;;;;;;;;;N;TO;CAMPOS LINDOS;A043;-8.15472222;-46.63944444;426.56;29/10/12
2022/09/04;1900 UTC;;;;;;;;;;;;;;;;;;NE;RN;IPANGUACU;A372;-5.53499999;-36.87222221;19;08/11/17
2020/05/24;1100 UTC;0;928.9;928.9;928.2;381.5;11.4;6.6;11.7;11.2;6.9;6.6;75.0;72.0;72.0;288.0;10;3.9;SE;SP;SAO PAULO - MIRANTE;A701;-23.496294;-46.620088;785.64;25/07/06
2022/08/08;1500 UTC;0;1005.1;1006.3;1005.1;3603.2;31.4;16.1;31.8;30.6;17.9;15.9;45.0;39.0;40.0;108.0;9;4.4;NE;CE;ACARAU;A360;-3.1211111;-40.08722221;67.15;22/04/09
2020/07/14;1200 UTC;0;900.3;900.3;899.8;854.8;15.2;12.1;15.6;10.9;12.3;10.2;95.0;78.0;82.0;41.0;1.8;.5;SE;MG;CALDAS;A530;-21.918066;-46.382996;1077.34;28/11/06
2022/03/15;1800 UTC;.4;977.7;978.3;977.6;2749.3;30.4;24.2;32.4;30.4;24.2;21.9;69.0;55.0;69.0;26.0;0;0;NE;PB;PATOS;A321;-7.07972221;-37.27277777;263.66;21/07/07
2021/11/06;1900 UTC;;;;;;;;;;;;;;;;;;CO;MT;PRIMAVERA DO LESTE;A923;-15.57999999;-54.3811111;680;26/10/17
2020/12/13;0600 UTC;;;;;;;;;;;;;;;;;;N;AM;MANACAPURU;A119;-3.29472221;-60.62833332;36.57;10/04/08
2020/09/17;1300 UTC;0;928.5;928.7;928.5;2187.3;25.8;11.9;25.8;21.4;13.9;11.4;60.0;41.0;42.0;360.0;4.1;2;SE;MG;DIVINOPOLIS;A564;-20.17333332;-44.87499999;796;26/10/17
2022/06/11;1900 UTC;.2;928.2;928.3;928.1;627.8;20.8;15.2;21.4;20.7;15.4;14.8;70.0;67.0;70.0;225.0;5;2.5;SE;MG;UBERABA;A568;-19.71;-47.96194444;778;19/05/17
2020/05/25;1200 UTC;;;;;;;;;;;;;;;;;;N;AM;URUCARA;A124;-2.534749;-57.758099;18.49;17/04/08
2021/04/25;1700 UTC;0.0;950.3;951.2;950.3;2328;29;11.5;30;28.5;13.4;11.1;38.0;33.0;34.0;55.0;6.8;0;SE;SP;BARRA BONITA;A741;-22.4711111;-48.5575;533.68;24/04/08
2022/07/10;1000 UTC;3;1008.5;1008.5;1008.1;;23.6;23.6;23.6;22.7;23.6;22.6;100.0;100.0;100.0;236.0;0;0;N;PA;BRAGANCA;A226;-1.04722221;-46.78583333;41;11/03/08
2020/06/22;0100 UTC;0;953.2;953.2;952.7;;21.9;15.7;22.2;21.7;15.8;15.7;69.0;67.0;68.0;187.0;2;1.8;CO;MT;SAPEZAL;A911;-13.30388888;-58.76333333;105;20/10/17
2021/01/20;1500 UTC;0;1013.1;1013.6;1013.1;3721.8;30.2;24.4;30.7;29.6;24.4;22.4;72.0;63.0;71.0;171.0;6.1;2.3;SE;RJ;ANGRA DOS REIS;A628;-22.97555554;-44.30333333;6;25/08/17
2022/02/14;1800 UTC;;;;;;;;;;;;;;;;;;CO;MT;VILA BELA DA SANTISSIMA TRINDADE;A922;-15.06277777;-59.87305554;213;01/12/06
2022/02/11;2300 UTC;;1003.3;1003.3;1002.4;2.8;25.2;23.1;25.2;25.1;23.1;22.8;88.0;87.0;88.0;295.0;4.8;1.7;N;AM;ITACOATIARA;A121;-3.13333333;-58.48277777;41.54;17/04/08
2022/03/02;2200 UTC;0;974.2;974.2;973.8;;24.3;21.4;24.8;24.3;21.7;21.4;84.0;82.0;84.0;302.0;3.4;.5;CO;MT;NOVA MARINGA;A928;-13.0386111;-57.09222221;334.36;16/04/08
2021/02/10;0100 UTC;;;;;;;;;;;;;;;;;;CO;DF;AGUAS EMENDADAS;A045;-15.596491;-47.625801;1030.36;03/10/08
2020/04/27;1500 UTC;;960.8;961.7;960.8;709.6;24.7;14.8;24.7;23.2;15;13.9;57.0;54.0;54.0;316.0;10.6;4.6;SE;SP;BARRA BONITA;A741;-22.4711111;-48.5575;533.68;24/04/08
2021/05/24;0500 UTC;0;957.8;958.2;957.8;.5;18.8;;18.8;15.5;;;;;;211.0;1.7;.6;NE;BA;EUCLIDES DA CUNHA;A442;-10.537233;-38.996605;431.96;31/03/08
2020/08/19;1100 UTC;0;1001.6;1001.6;1000.9;68.1;8.8;7.9;10.9;8.8;9.5;7.8;94.0;89.0;94;196.0;3.1;1.5;S;RS;SAO GABRIEL;A832;-30.341438;-54.310909;114.89;11/07/07
2022/11/30;0600 UTC;0;899.8;900.4;899.8;;16;15.5;16.1;16;15.5;15.4;96.0;95.0;96.0;111.0;7.2;4.3;S;SC;CAMPOS NOVOS;A898;-27.3886111;-51.21583333;963;15/02/19
2021/04/19;2300 UTC;0;988.6;988.6;987.6;36.1;24.8;23.8;27.4;24.8;24.1;23.5;94.0;80.0;94.0;180.0;1;.2;N;AC;PARQUE ESTADUAL CHANDLESS;A102;-9.35833333;-69.92638888;184.51;05/08/08
2020/09/10;1200 UTC;0;959.8;960;959.8;1809.6;27;19.8;27.3;24.9;20.3;19.4;74.0;65.0;65.0;112.0;8.9;4.6;NE;PI;CARACOL;A337;-9.28583333;-43.32444443;515.3;10/11/07
2021/09/23;0400 UTC;;;;;;;;;;;;;;;;;;CO;MS;BANDEIRANTES;S703;-19.94555555;-54.3686111;624;29/01/18
2022/08/06;0900 UTC;;;;;;;;;;;;;;;;;;NE;AL;PALMEIRA DOS INDIOS;A327;-9.42027777;-36.62027777;278.01;11/07/07
2022/02/11;1600 UTC;0;995.9;996.6;995.9;1203;29.2;22.5;29.5;28.3;23.7;22.3;73.0;65.0;67.0;70.0;3;.7;NE;PI;FLORIANO;A311;-6.76138888;-43.00333333;126.39;18/11/04
2021/09/28;1000 UTC;1.8;909.9;909.9;909.5;;16.8;;16.8;16.2;;;;;;210.0;2.8;.1;SE;ES;SANTA TERESA;A613;-19.988388;-40.579572;975.92;09/08/07
2021/04/23;1100 UTC;;;;;;;;;;;;;;;;;;NE;BA;BELMONTE;A447;-16.08805555;-39.21527777;89.67;02/07/09
2020/08/06;0500 UTC;0;987.9;988.2;987.8;;17;10.3;18.5;16.4;10.3;9.4;66.0;56.0;65.0;159.0;0;0;N;TO;PEIXE;A018;-12.015377;-48.544517;250.87;01/12/06
2020/04/16;2200 UTC;;;;;;;;;;;;;;;;;;N;AM;HUMAITA;A112;-7.55252;-63.071343;53.56;25/04/08
2021/06/14;1700 UTC;;;;;;;;;;;;;;;;;;NE;CE;GUARAMIRANGA;A314;-4.26138888;-38.9311111;865.53;26/05/07
2021/11/24;1000 UTC;;;;;;;;;;;;;;;;;;N;RO;CACOAL;A939;-11.44583333;-61.43416666;183.53;20/07/08
2022/03/14;0400 UTC;;;;;;;;;;;;;;;;;;CO;MT;SAO FELIX  DO ARAGUAIA;A921;-11.61888888;-50.72777777;201.37;19/10/07
2020/05/31;1600 UTC;;;;;;;;;;;;;;;;;;SE;MG;ALMENARA;A508;-16.166773;-40.687756;189.11;15/12/02
2020/01/25;1500 UTC;0;911.9;912.2;911.9;3591.1;26.9;17.9;26.9;25.6;19.7;17.9;68.0;58.0;58.0;287.0;5.1;1.7;SE;MG;FORMIGA;A524;-20.45493;-45.453825;878.14;17/08/06
2020/06/29;0100 UTC;0;908.5;908.5;908.3;;8.7;8.1;9.5;8.7;8.9;8.1;97.0;96.0;97;208.0;.2;0;S;PR;GENERAL CARNEIRO;A875;-26.3986111;-51.35361111;1009.01;30/04/08
2020/08/21;1000 UTC;0;978.2;978.2;977.3;15.5;21.2;17.4;21.2;20.2;17.4;16.3;80.0;77.0;79.0;259.0;4.3;3.3;CO;MT;SAO JOSE DO XINGU;A942;-10.48416666;-52.37249999;300;19/02/19
2021/09/06;0000 UTC;0;912.1;912.1;911.6;;18.7;;19.2;18.6;;;;;;115.0;3.2;1.2;S;PR;CURITIBA;A807;-25.4486111;-49.23055554;922.91;28/01/03
2021/07/29;0900 UTC;0;900.1;900.1;899.5;;11.5;8.2;12.5;11.5;8.6;8.2;81.0;75.0;80.0;235.0;7.5;3.6;SE;MG;OURO BRANCO;A513;-20.55666666;-43.75611111;1048.2;28/07/06
2020/02/08;0000 UTC;0;1010.2;1010.2;1009.2;;24.4;22.6;25.3;24.4;22.7;22.6;90.0;85.0;90.0;15.0;5.9;1.8;N;AP;MACAPA;A249;.03502;-51.088763;16.62;12/12/13
2020/01/14;0700 UTC;;978.1;978.1;977.9;;23.9;20.6;24.1;23.8;20.7;20.4;82.0;80.0;82.0;308.0;2.3;.1;N;TO;PARANA;A010;-12.615;-47.87194443;284.96;04/03/05
2021/06/09;0400 UTC;0;976.9;977.1;976.8;;17.9;17.6;18.2;17.7;17.9;17.4;98.0;98.0;98.0;254.0;2;.7;CO;MS;BONITO;S704;-21.24666666;-56.45055555;329;06/08/18
2022/05/18;1200 UTC;0;1008.8;1008.8;1007.7;928.4;12.8;;12.8;12.6;;;;;;277.0;11.8;3.3;S;RS;CAMPO BOM;A884;-29.674293;-51.064042;23.35;29/11/13
2020/01/18;2100 UTC;;955;955.1;954.7;1108.7;30.6;22.5;31.4;30.4;22.9;21.7;63.0;58.0;62.0;79.0;4.2;2.2;CO;MS;SONORA;A761;-17.63527777;-54.76055555;495.25;30/11/12
2020/09/27;1100 UTC;0;952.2;952.2;952;1057.5;22.8;15.3;22.9;17;15.8;13.6;81.0;61.0;63.0;232.0;2.1;.6;S;PR;JOAQUIM TAVORA;A821;-23.505266;-49.946387;512.67;23/11/06
2021/04/10;0800 UTC;;;;;;;;;;;;;;;;;;SE;SP;BARRA BONITA;A741;-22.4711111;-48.5575;533.68;24/04/08
2020/01/26;1500 UTC;0;916.4;916.8;916.4;3333.1;29.1;13.8;29.9;26.8;15.8;12.6;48.0;37.0;39.0;286.0;3.7;.5;S;SC;RIO NEGRINHO;A862;-26.248411;-49.580624;856.89;22/03/08
2021/01/05;0700 UTC;;;;;;;;;;;;;;;;;;NE;PI;PICOS;A343;-7.0711111;-41.40416666;232.91;12/12/08
